SAMEA2533604	ERR550977,ERR550976,ERR2200075	1
SAMEA2535327	ERR553349	1
SAMEA2534938	ERR552834,ERR552833	1
SAMEA2534829	ERR552697	1
SAMEA2534711	ERR552531,ERR552530,ERR552532	1
SAMEA2534661	ERR552457,ERR552458	1
SAMEA2534624	ERR552400,ERR552401	1
SAMEA2534612	ERR552384,ERR552383	1
SAMEA2534591	ERR552355	1
SAMEA2534125	ERR551695	1
SAMEA2534026	ERR551559	1
SAMEA2533816	ERR551266	1
SAMEA2533516	ERR550846	1
SAMEA2533368	ERR550651,ERR550652	1
SAMEA104394682	ERR2200108	1
SAMEA1019050	ERR046849	1
SAMEA1018995	ERR046756	1
SAMN07658912	SRR6045341	1
SAMEA2517356	ERR552997,ERR498285,ERR498286,ERR552996	1
SAMN08913040	SRR6982170	1
SAMN08892417	SRR6964546	1
SAMN08795154	SRR6896347	1
SAMN08795039	SRR6896208	1
SAMN08732150	SRR6855703	1
SAMN08709271	SRR6832629	1
SAMN08709256	SRR6832435	1
SAMN08709216	SRR6832785	1
SAMN08709103	SRR6832676	1
SAMN08708809	SRR6832818	1
SAMN07331225	SRR5817466	1
SAMN03648579	SRR2101332	1
SAMN03647802	SRR2100629	1
SAMN03647781	SRR2100608	1
SAMN03647744	SRR2100571	1
SAMN03647655	SRR2100482	1
SAMN03647178	SRR2100005	1
SAMEA7562086	ERR4829647	1
SAMEA7562084	ERR4829645	1
SAMEA7555594	ERR4822225	1
SAMEA7555324	ERR4821955	1
SAMEA7555274	ERR4821905	1
SAMEA7555225	ERR4821856	1
SAMEA7555194	ERR4821825	1
SAMEA7555039	ERR4821671	1
SAMEA7555022	ERR4821654	1
SAMEA7555006	ERR4821638	1
SAMEA7554995	ERR4821627	1
SAMEA7554939	ERR4821571	1
SAMEA7554916	ERR4821548	1
SAMEA7554666	ERR4821298	1
SAMEA7554570	ERR4821202	1
SAMEA7554488	ERR4821120	1
SAMEA7554478	ERR4821110	1
SAMEA7554368	ERR4821001	1
SAMEA7554209	ERR4820842	1
SAMEA7554178	ERR4820811	1
SAMEA7554159	ERR4820792	1
SAMEA7554115	ERR4820748	1
SAMEA7554047	ERR4820680	1
SAMEA7553998	ERR4820631	1
SAMEA7553900	ERR4820533	1
SAMEA7553858	ERR4820491	1
SAMEA7553812	ERR4820445	1
SAMEA7553710	ERR4820343	1
SAMEA7553681	ERR4820314	1
SAMEA7553655	ERR4820289	1
SAMEA7553587	ERR4820221	1
SAMEA7553566	ERR4820200	1
SAMEA7553371	ERR4820005	1
SAMEA7553350	ERR4819984	1
SAMEA7553177	ERR4819811	1
SAMEA7553083	ERR4819717	1
SAMEA7553079	ERR4819713	1
SAMEA7553055	ERR4819689	1
SAMEA7553046	ERR4819680	1
SAMEA7552887	ERR4819522	1
SAMEA7552859	ERR4819494	1
SAMEA7552752	ERR4819387	1
SAMEA7552747	ERR4819382	1
SAMEA7552635	ERR4819270	1
SAMEA7552623	ERR4819258	1
SAMEA7552618	ERR4819253	1
SAMEA7552522	ERR4819157	1
SAMEA7552519	ERR4819154	1
SAMEA7552429	ERR4819064	1
SAMEA7552403	ERR4819038	1
SAMEA7552245	ERR4818880	1
SAMEA7552165	ERR4818801	1
SAMEA7552155	ERR4818791	1
SAMEA7552084	ERR4818720	1
SAMEA7552065	ERR4818701	1
SAMEA7552061	ERR4818697	1
SAMEA7552029	ERR4818665	1
SAMEA7552014	ERR4818650	1
SAMEA7552009	ERR4818645	1
SAMEA7551903	ERR4818539	1
SAMEA7551881	ERR4818517	1
SAMEA7551772	ERR4818408	1
SAMEA7551767	ERR4818403	1
SAMEA7551572	ERR4818208	1
SAMEA7551571	ERR4818207	1
SAMEA7551448	ERR4818084	1
SAMEA7551424	ERR4818060	1
SAMEA7551412	ERR4818049	1
SAMEA7551381	ERR4818018	1
SAMEA7551186	ERR4817823	1
SAMEA7551007	ERR4817644	1
SAMEA7550976	ERR4817613	1
SAMEA7550920	ERR4817557	1
SAMEA7550791	ERR4817428	1
SAMEA7550681	ERR4817318	1
SAMEA7550666	ERR4817304	1
SAMEA7550640	ERR4817278	1
SAMEA7550586	ERR4817224	1
SAMEA7550469	ERR4817107	1
SAMEA7550142	ERR4816780	1
SAMEA7550059	ERR4816697	1
SAMEA7550028	ERR4816666	1
SAMEA7549997	ERR4816635	1
SAMEA7549989	ERR4816627	1
SAMEA7549967	ERR4816605	1
SAMEA7549783	ERR4816422	1
SAMEA7549651	ERR4816290	1
SAMEA7549603	ERR4816242	1
SAMEA7549571	ERR4816210	1
SAMEA7549492	ERR4816131	1
SAMEA7549452	ERR4816091	1
SAMEA7549402	ERR4816041	1
SAMEA7549368	ERR4816007	1
SAMEA7549257	ERR4815896	1
SAMEA7549245	ERR4815884	1
SAMEA7549161	ERR4815801	1
SAMEA7549150	ERR4815790	1
SAMEA7549036	ERR4815676	1
SAMEA7549034	ERR4815674	1
SAMEA7549033	ERR4815673	1
SAMEA7549003	ERR4815643	1
SAMEA7548981	ERR4815621	1
SAMEA7548970	ERR4815610	1
SAMEA7548968	ERR4815608	1
SAMEA7548965	ERR4815605	1
SAMEA7548909	ERR4815549	1
SAMEA7548907	ERR4815547	1
SAMEA7548904	ERR4815544	1
SAMEA7548899	ERR4815539	1
SAMEA7548871	ERR4815511	1
SAMEA7548866	ERR4815506	1
SAMEA7548846	ERR4815486	1
SAMEA7548836	ERR4815476	1
SAMEA7548821	ERR4815461	1
SAMEA7548736	ERR4815376	1
SAMEA7548728	ERR4815368	1
SAMEA7548725	ERR4815365	1
SAMEA7548713	ERR4815353	1
SAMEA7548666	ERR4815306	1
SAMEA7548639	ERR4815279	1
SAMEA7548590	ERR4815230	1
SAMEA7548584	ERR4815224	1
SAMEA7548574	ERR4815214	1
SAMEA7548570	ERR4815210	1
SAMEA7548567	ERR4815207	1
SAMEA7548540	ERR4815180	1
SAMEA7548460	ERR4815100	1
SAMEA7548411	ERR4815052	1
SAMEA7548390	ERR4815031	1
SAMEA7548387	ERR4815028	1
SAMEA7548379	ERR4815020	1
SAMEA7548338	ERR4814979	1
SAMEA7548336	ERR4814977	1
SAMEA7548331	ERR4814972	1
SAMEA7548303	ERR4814944	1
SAMEA7548265	ERR4814906	1
SAMEA7548260	ERR4814901	1
